Music,Chord,Key
 alceu valenca leque moleque ,Am,G
 alceu valenca leque moleque ,D7,G
 alceu valenca leque moleque ,G,G
 alceu valenca leque moleque ,E7,G
 alceu valenca leque moleque ,Am,G
 alceu valenca leque moleque ,D7,G
 alceu valenca leque moleque ,G,G
 alceu valenca leque moleque ,D7,G
 alceu valenca leque moleque ,G,G
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Am,F
 alceu valenca maracaja ,Bb7,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracaja ,Bb,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Gm,F
 alceu valenca maracaja ,Dm,F
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,G,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,E,D
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,G,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,E,D
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,D,D
 alceu valenca maracatu ,G,D
 alceu valenca maracatu ,A,D
 alceu valenca maracatu ,E,D
 alceu valenca maria dos santos ,C,C
 alceu valenca maria dos santos ,Bm,C
 alceu valenca maria dos santos ,Am,C
 alceu valenca maria dos santos ,C,C
 alceu valenca maria dos santos ,Bm,C
 alceu valenca maria dos santos ,Am,C
 alceu valenca maria dos santos ,C,C
 alceu valenca maria dos santos ,Bm,C
 alceu valenca maria dos santos ,Am,C
 alceu valenca maria dos santos ,C,C
 alceu valenca maria dos santos ,Bm,C
 alceu valenca maria dos santos ,Am,C
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Em,G
 alceu valenca marim dos caetes ,Am,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Em,G
 alceu valenca marim dos caetes ,Am,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,Bb,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Em,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,Bm,G
 alceu valenca marim dos caetes ,C,G
 alceu valenca marim dos caetes ,Em,G
 alceu valenca marim dos caetes ,Am,G
 alceu valenca marim dos caetes ,G,G
 alceu valenca me da um beijo ,Eb,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,F#,E
 alceu valenca me da um beijo ,F,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Eb,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Eb,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,F#,E
 alceu valenca me da um beijo ,F,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,F#,E
 alceu valenca me da um beijo ,F,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,F#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,F#,E
 alceu valenca me da um beijo ,F,E
 alceu valenca me da um beijo ,Eb,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me da um beijo ,B,E
 alceu valenca me da um beijo ,Bb,E
 alceu valenca me da um beijo ,G#,E
 alceu valenca me da um beijo ,Ebm,E
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,A,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,C#m,A
 alceu valenca me segura senao eu caio ,F#m,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,D,A
 alceu valenca me segura senao eu caio ,A,A
 alceu valenca me segura senao eu caio ,Am,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,C#m,A
 alceu valenca me segura senao eu caio ,F#m,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,D,A
 alceu valenca me segura senao eu caio ,A,A
 alceu valenca me segura senao eu caio ,Am,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca me segura senao eu caio ,C#m,A
 alceu valenca me segura senao eu caio ,F#m,A
 alceu valenca me segura senao eu caio ,B,A
 alceu valenca me segura senao eu caio ,E,A
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,E,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca mensageira dos anjos ,B7,E
 alceu valenca mensageira dos anjos ,Em,E
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,Eb,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,G7,A#
 alceu valenca meu forro meu canto ,G7,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,G7,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,F7,A#
 alceu valenca meu forro meu canto ,Bb,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,Eb,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,G7,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,Gm,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,Cm,A#
 alceu valenca meu forro meu canto ,D7,A#
 alceu valenca meu forro meu canto ,G7,A#
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,C,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,C,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,E,C
 alceu valenca mister misterio ,D,C
 alceu valenca mister misterio ,G,C
 alceu valenca mister misterio ,D,C
 alceu valenca mister misterio ,G,C
 alceu valenca mister misterio ,E,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,E,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,G,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,F,C
 alceu valenca mister misterio ,Bb,C
 alceu valenca mister misterio ,C,C
 alceu valenca mister misterio ,F,C
 alceu valenca moinhos ,E9,A
 alceu valenca moinhos ,Bm4/7,A
 alceu valenca moinhos ,E9,A
 alceu valenca moinhos ,Bm4/7,A
 alceu valenca moinhos ,E9,A
 alceu valenca moinhos ,G#m7,A
 alceu valenca moinhos ,C#m7/9,A
 alceu valenca moinhos ,D,A
 alceu valenca moinhos ,A,A
 alceu valenca moinhos ,C#m7/9,A
 alceu valenca moinhos ,F#m7,A
 alceu valenca moinhos ,C#m7/9,A
 alceu valenca moinhos ,F#m7,A
 alceu valenca moinhos ,C#m7/9,A
 alceu valenca moinhos ,G#m7,A
 alceu valenca moinhos ,C#m7/9,A
 alceu valenca moinhos ,D,A
 alceu valenca moinhos ,A,A
 alceu valenca moinhos ,C#m7,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,E,A
 alceu valenca molhado de suor ,A,A
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,A,D
 alceu valenca morena tropicana ,G,D
 alceu valenca morena tropicana ,D,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm/F#,D
 alceu valenca morena tropicana ,C#m7(b5),D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca morena tropicana ,F#m,D
 alceu valenca morena tropicana ,Em,D
 alceu valenca morena tropicana ,F#7,D
 alceu valenca morena tropicana ,Bm,D
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,Bm,G
 alceu valenca na melodia de pisa na fulo ,C,G
 alceu valenca na melodia de pisa na fulo ,D,G
 alceu valenca na melodia de pisa na fulo ,G,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,Bm,G
 alceu valenca na melodia de pisa na fulo ,C,G
 alceu valenca na melodia de pisa na fulo ,D,G
 alceu valenca na melodia de pisa na fulo ,G,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,Bm,G
 alceu valenca na melodia de pisa na fulo ,C,G
 alceu valenca na melodia de pisa na fulo ,D,G
 alceu valenca na melodia de pisa na fulo ,G,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,C7,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,D,G
 alceu valenca na melodia de pisa na fulo ,G,G
 alceu valenca na melodia de pisa na fulo ,A7,G
 alceu valenca na melodia de pisa na fulo ,D,G
 alceu valenca na melodia de pisa na fulo ,C7,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,C7,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na melodia de pisa na fulo ,A,G
 alceu valenca na melodia de pisa na fulo ,B7,G
 alceu valenca na melodia de pisa na fulo ,Em,G
 alceu valenca na primeira manha ,C,C
 alceu valenca na primeira manha ,F,C
 alceu valenca na primeira manha ,C,C
 alceu valenca na primeira manha ,F,C
 alceu valenca na primeira manha ,C,C
 alceu valenca na primeira manha ,Eb,C
 alceu valenca na primeira manha ,C,C
 alceu valenca na primeira manha ,Eb,C
 alceu valenca na primeira manha ,C,C
 alceu valenca na primeira manha ,F,C
 alceu valenca na primeira manha ,Fm,C
 alceu valenca na primeira manha ,C,C
